C41-41687-102;30/;06/201111;086;2050400;5/200;10/2;0080//;0;0902/04/20;12111;41640.91;;01/80631/
C41-41713-101;10/;03/200012;157;0103590;1/201;03/2;01531/03/20;150;0206/04/20;15001;53544.77;;01/50618/
C41-41734-102;20/;08/201111;093;0022740;6/200;05/2;0090//;0;0931/01/20;13081;014.90;;01/80308/
C41-41809-102;23/;07/200000;006;142171C0;4/200;08/2;0000//;0;3122/11/20;03416;81580.571506;;01/00631/
C41-41832-102;28/;02/200600;026;0090350;6/200;07/2;0020//;0;1920/10/20;11127;9243807.50;;01/10616/
C41-41832-102;28/;02/200600;026;0091440;1/200;07/2;0020//;0;1920/10/20;11127;964797.78;;01/20616/
C41-41832-102;28/;02/200600;026;1013690;3/200;06/2;0020//;0;1920/10/20;11127;92592.92;;01/20630/
C41-41832-102;28/;02/200600;026;1535590;4/200;08/2;0020//;0;1920/10/20;11127;9340.05;;01/20631/
C41-41832-102;28/;02/200600;053;6031860;6/200;02/2;0050//;0;1920/10/20;11127;92934.96;;01/00307/
C41-41832-102;28/;02/200600;053;6038670;1/200;03/2;0050//;0;1920/10/20;11127;92949.96;;01/10301/
C41-41832-102;28/;02/200600;053;6045370;2/200;03/2;0050//;0;1920/10/20;11127;93049.96;;01/10302/
C41-41832-102;28/;02/200600;053;6051980;3/200;03/2;0050//;0;1920/10/20;11127;92607.44;;01/10304/
C41-41957-103;01/;06/200001;157;0061340;6/201;02/2;0150//;0;0112/02/20;15006;81153.91;;01/40612/
C41-41957-103;01/;06/200001;157;0103610;1/201;03/2;0150//;0;0118/03/20;15003;41116.08;;01/50618/
C41-41967-102;30/;06/201111;086;0652240;2/200;04/2;0080//;0;0902/04/20;12111;4727.29;;01/80630/
C41-41967-102;30/;06/201111;086;1472060;4/200;08/2;0080//;0;0902/04/20;12111;4739.21;;01/80631/
C41-42023-101;01/;06/200012;137;0519870;5/201;11/2;01326/11/20;130;3113/12/20;13049;41751.93;;01/30620/
C41-42023-101;01/;06/200012;147;0034670;6/201;01/2;01423/01/20;140;3114/02/20;14043;11751.93;;01/30621/
C41-42023-101;01/;06/200012;147;0119960;1/201;03/2;01425/03/20;140;3111/04/20;14037;51506.60;;01/40619/
C41-42023-101;01/;06/200012;157;0103620;1/201;03/2;01520/03/20;150;3115/04/20;15000;6567.44;;01/50618/
C41-42035-102;30/;06/201112;006;2038590;6/200;12/2;0000//;0;0913/03/20;12113;43583.28;;01/00631/
C41-42038-102;30/;06/201104;053;6012940;3/200;01/2;0050//;0;0908/12/20;11123;0439.92;;01/00304/
C41-42046-102;30/;06/201117;046;0388260;1/200;02/2;0040//;0;0908/12/20;11123;041.54;;01/40629/
C41-42051-102;30/;06/201118;026;139952C0;4/200;08/2;0020//;0;0908/12/20;11123;0171.41;;01/20631/
C41-42051-102;30/;06/201118;036;038598C0;1/200;02/2;0030//;0;0908/12/20;11123;048.66;;01/30628/
C41-42075-101;14/;06/200003;153;0023100;1/201;03/2;01513/04/20;150;0126/03/20;15002;63960.61;;01/50326/
C41-42107-102;30/;06/201118;026;1015110;3/200;06/2;0020//;0;0908/12/20;11123;0265.41;;01/20630/
C41-42119-102;30/;04/200313;026;2178770;6/200;12/2;0020//;0;0908/12/20;11123;01816.72;;01/20631/
C41-42119-102;30/;04/200313;036;0246860;1/200;02/2;0030//;0;0908/12/20;11123;01391.45;;01/30628/
C41-42130-102;30/;11/200402;026;0248570;1/200;02/2;0020//;0;0908/12/20;11123;0998.08;;01/20628/
C41-42157-101;01/;06/200012;157;0144260;1/201;04/2;0150//;0;0109/04/20;15001;2277.67;;01/50609/
C41-42168-102;30/;06/201109;006;2155660;6/200;12/2;0000//;0;0908/12/20;11123;067.11;;01/00631/
C41-42213-102;30/;06/201126;056;119480C0;3/200;06/2;0050//;0;0908/12/20;11123;0379.64;;01/50630/
C41-42217-102;30/;06/201114;073;0157330;2/200;08/2;0070//;0;0908/12/20;11123;0675.38;;01/70312/
C41-42247-102;10/;08/200117;016;0742390;2/200;04/2;0010//;0;0908/12/20;11123;01133.84;;01/10630/
C41-42265-102;30/;06/201111;063;0002230;6/200;01/2;0060//;0;0908/12/20;11123;0748.64;;01/50330/
C41-42265-102;30/;06/201111;063;0017560;5/200;04/2;0060//;0;0908/12/20;11123;0515.46;;01/50324/
C41-42271-102;31/;01/200300;036;0386030;1/200;02/2;0030//;0;0919/12/20;11121;9101.66;;01/30628/
C41-42272-102;30/;06/201104;026;037999C0;1/200;02/2;0020//;0;0908/12/20;11123;0724.77;;01/20628/
C41-42323-102;31/;03/201212;066;2246700;6/200;12/2;0060//;0;0922/02/20;12115;4595.30;;01/60631/
C41-42339-102;30/;06/201123;016;2132360;6/200;12/2;0010//;0;0908/12/20;11123;0210.56;;01/10631/
C41-42347-101;15/;08/200012;157;0144270;1/201;04/2;0150//;0;0109/04/20;15001;2724.89;;01/50609/
C41-42381-101;29/;08/200006;157;0103650;1/201;03/2;0150//;0;0118/03/20;15003;41050.96;;01/50618/
C41-42401-102;30/;06/201115;016;2132760;6/200;12/2;0010//;0;0929/07/20;13063;1639.30;;01/10631/
C41-42425-102;30/;06/201117;086;2460680;6/200;12/2;0080//;0;0908/12/20;11123;0918.92;;01/80631/
C41-42459-102;30/;06/201105;006;167656C0;5/200;10/2;0000//;0;0908/12/20;11123;0616.90;;01/00631/
C41-42469-103;01/;06/200508;157;0103660;1/201;03/2;0150//;0;0118/03/20;15003;42266.44;;01/50618/
C41-42473-101;19/;09/200002;123;0000950;6/201;02/2;0120//;0;0911/06/20;12104;41386.38;;01/10301/
C41-42477-102;30/;06/201125;026;114889C0;3/200;06/2;0020//;0;0908/12/20;11123;043.29;;01/20630/
C41-42487-102;30/;06/201104;036;2000850;6/200;12/2;0030//;0;0908/12/20;11123;0523.89;;01/30631/
C41-42491-102;27/;08/200704;016;074243C0;2/200;04/2;0010//;0;0908/12/20;11123;037.05;;01/10630/
C41-42497-102;30/;06/201100;016;1877870;5/200;10/2;0010//;0;0908/12/20;11123;0158.76;;01/10631/
C41-42511-102;30/;06/201115;086;1473330;4/200;08/2;0080//;0;0908/12/20;11123;0580.73;;01/80631/
C41-42517-102;30/;06/201123;086;1063060;3/200;06/2;0080//;0;0908/12/20;11123;0962.02;;01/80630/
C41-42517-102;30/;06/201123;086;1473350;4/200;08/2;0080//;0;0908/12/20;11123;0646.60;;01/80631/
C41-42524-102;12/;11/201410;157;0061370;6/201;02/2;0150//;0;0927/03/20;15002;5213.35;;01/40612/
C41-42525-102;28/;02/200205;016;0254170;1/200;02/2;0010//;0;0908/12/20;11123;0418.09;;01/10628/
C41-42539-102;30/;06/201126;056;0243670;1/200;02/2;0050//;0;0908/12/20;11123;01271.83;;01/50628/
C41-42583-101;10/;10/200003;157;0144280;1/201;04/2;0150//;0;0109/04/20;15001;21419.26;;01/50609/
C41-42584-102;30/;06/201105;053;602579C0;5/200;02/2;0050//;0;0908/12/20;11123;0129.89;;01/00318/
C41-42603-102;21/;11/201404;006;204362C0;6/200;12/2;0000//;0;0909/07/20;02466;9357.24;;01/00631/
C41-42603-102;21/;11/201404;016;036954C0;1/200;02/2;0010//;0;0909/07/20;02466;9134.70;;01/10628/
C41-42613-102;10/;07/200600;053;5584480;5/200;11/2;0050//;0;0908/12/20;11123;0374.44;;01/50329/
C41-42613-102;10/;07/200600;063;0002260;6/200;01/2;0060//;0;0908/12/20;11123;0374.44;;01/50330/
C41-42616-101;21/;10/200011;157;0144290;1/201;04/2;0150//;0;0109/04/20;15001;21480.90;;01/50609/
C41-42625-102;30/;06/201119;016;0369560;1/200;02/2;0010//;0;0908/12/20;11123;040.90;;01/10628/
C41-42687-102;29/;02/200823;076;227724C0;6/200;12/2;0070//;0;0929/10/20;12090;4631.58;;01/70631/
C41-42718-102;25/;07/200317;036;1360420;4/200;09/2;0030//;0;0924/11/20;03416;6530.53;;01/30601/
C41-42732-102;06/;02/201507;147;0205350;2/201;05/2;01427/05/20;140;0909/02/20;15007;1560.10;;01/40620/
C41-42732-102;06/;02/201507;147;0280110;3/201;07/2;01424/07/20;140;0909/02/20;15007;1560.10;;01/40618/
C41-42732-102;06/;02/201507;147;0362970;4/201;09/2;01424/09/20;140;0905/02/20;15007;5569.26;;01/40618/
C41-42732-102;06/;02/201507;147;0441490;5/201;11/2;01426/11/20;140;3109/04/20;15001;2560.10;;01/40619/
C41-42732-102;06/;02/201507;157;0061390;6/201;02/2;01520/02/20;150;0930/03/20;15002;2560.10;;01/40612/
C41-42732-102;06/;02/201507;157;0144300;1/201;04/2;0150//;0;0109/04/20;15001;2128.74;;01/50609/
C41-42733-102;14/;04/200500;053;6506810;2/200;06/2;0050//;0;0911/08/20;08244;4414.42;;01/50312/
C41-42751-102;22/;08/200308;036;1220860;4/200;09/2;0030//;0;0925/11/20;03416;5709.96;;01/30601/
C41-42755-102;31/;01/200113;016;025606C0;1/200;02/2;0010//;0;0901/01/00;01000;0108.49;;01/10628/
C41-42804-101;01/;01/200108;157;0144310;1/201;04/2;0150//;0;0109/04/20;15001;26228.11;;01/50609/
C41-42809-101;21/;12/200010;147;0441500;5/201;11/2;01426/11/20;140;3109/04/20;15001;217359.41;;01/40619/
C41-42809-101;21/;12/200010;157;0032350;6/201;01/2;01526/01/20;150;3110/02/20;15007;015175.75;;01/40620/
C41-42809-101;21/;12/200010;157;0103690;1/201;03/2;01527/03/20;150;0206/04/20;15001;514678.16;;01/50618/
C41-42844-102;12/;04/201104;143;0116860;2/201;12/2;0140//;0;0919/12/20;14012;34556.08;;01/10304/
C41-42946-102;28/;02/200600;053;6506830;2/200;06/2;0050//;0;0918/08/20;08243;7733.12;;01/50312/
C41-42946-102;28/;02/200600;053;6512610;4/200;07/2;0050//;0;0918/08/20;08243;7680.06;;01/40321/
C41-42946-102;28/;02/200600;053;6513750;5/200;07/2;0050//;0;0918/08/20;08243;7986.83;;01/40321/
C41-42946-102;28/;02/200600;063;0002270;6/200;01/2;0060//;0;0918/08/20;08243;711916.29;;01/50330/
C41-42946-102;28/;02/200600;066;0243580;1/200;02/2;0060//;0;0918/08/20;08243;72199.55;;01/60628/
C41-42954-102;31/;03/200613;053;6038990;1/200;03/2;0050//;0;0929/11/20;05343;00.03;;01/10301/
C41-42971-102;30/;06/201104;053;6039000;1/200;03/2;0050//;0;0908/12/20;11123;0185.11;;01/10301/
C41-42996-102;11/;03/200914;016;062904C0;2/200;04/2;0010//;0;0908/12/20;11123;02067.00;;01/10630/
C41-42996-102;11/;03/200914;016;100043C0;3/200;06/2;0010//;0;0908/12/20;11123;02067.00;;01/10630/
C41-42996-102;11/;03/200914;016;149571C0;4/200;08/2;0010//;0;0908/12/20;11123;01050.44;;01/10631/
C41-43003-102;30/;06/201113;073;0044580;1/200;04/2;0070//;0;0908/12/20;11123;0173.86;;01/60302/
C41-43003-102;30/;06/201113;073;0097490;2/200;04/2;0070//;0;0908/12/20;11123;0179.75;;01/60309/
C41-43006-101;01/;03/200112;153;0015090;5/201;03/2;01523/03/20;150;3115/04/20;15000;64251.73;;01/40305/
C41-43021-102;30/;06/201110;053;6103080;5/200;04/2;0050//;0;0908/12/20;11123;0168.65;;01/20312/
C41-43031-102;30/;06/201104;053;6045680;2/200;03/2;0050//;0;0908/12/20;11123;0257.99;;01/10302/
C41-43031-102;30/;06/201104;053;6052300;3/200;03/2;0050//;0;0908/12/20;11123;0257.99;;01/10304/
C41-43031-102;30/;06/201104;053;6059110;4/200;03/2;0050//;0;0908/12/20;11123;0262.22;;01/10307/
C41-43031-102;30/;06/201104;053;6065070;5/200;03/2;0050//;0;0908/12/20;11123;080.36;;01/10308/
C41-43084-102;30/;06/201118;053;6070820;6/200;03/2;0050//;0;0908/12/20;11123;0161.42;;01/10309/
C41-43109-102;30/;06/200426;026;2183850;6/200;12/2;0020//;0;0908/12/20;11123;0623.43;;01/20631/
C41-43109-102;30/;06/200426;036;1611320;5/200;11/2;0030//;0;0908/12/20;11123;0629.41;;01/30601/
C41-43109-102;30/;06/200426;046;0247350;1/200;02/2;0040//;0;0908/12/20;11123;0625.33;;01/40629/
C41-43110-102;30/;06/201114;026;0254660;1/200;02/2;0020//;0;0908/12/20;11123;0787.60;;01/20628/
C41-43110-102;30/;06/201114;053;6070830;6/200;03/2;0050//;0;0908/12/20;11123;0338.72;;01/10309/
C41-43174-101;01/;04/200108;157;0061410;6/201;02/2;01530/03/20;150;0112/02/20;15006;85626.79;;01/40612/
C41-43174-101;01/;04/200108;157;0103780;1/201;03/2;0150//;0;0118/03/20;15003;4904.10;;01/50618/
C41-43217-102;30/;06/201121;086;2295740;6/200;12/2;0080//;0;0908/12/20;11123;0240.04;;01/80631/
C41-43237-102;30/;06/201125;053;6090130;3/200;04/2;0050//;0;0908/12/20;11123;010007.05;;01/20308/
C41-43237-102;30/;06/201125;053;6109610;6/200;04/2;0050//;0;0908/12/20;11123;02224.38;;01/20312/
C41-43251-101;27/;02/200104;123;0176570;5/201;11/2;0120//;0;0921/12/20;12085;11758.72;;01/20330/
C41-43270-102;30/;06/201104;117;0280100;2/201;06/2;01121/06/20;110;0908/12/20;11123;0514.20;;01/10612/
C41-43289-101;21/;05/200104;157;0103790;1/201;03/2;01527/03/20;150;0231/03/20;15002;13544.16;;01/50618/
C41-43300-102;30/;06/201109;053;6077210;1/200;03/2;0050//;0;0908/12/20;11123;037.09;;01/20322/
C41-43304-102;27/;02/201507;157;0144320;1/201;04/2;0150//;0;0109/04/20;15001;2266.66;;01/50609/
C41-43309-102;30/;06/201130;053;6109630;6/200;04/2;0050//;0;0908/12/20;11123;0295.99;;01/20312/
C41-43331-102;30/;06/201105;033;0004930;2/200;06/2;0030//;0;0908/12/20;11123;0800.15;;01/30305/
C41-43331-102;30/;06/201105;043;6054680;1/200;12/2;0040//;0;0908/12/20;11123;0828.29;;01/30312/
C41-43356-102;30/;06/201118;053;6083710;2/200;04/2;0050//;0;0908/12/20;11123;0337.30;;01/20307/
C41-43361-102;21/;11/201408;147;0384400;4/201;10/2;0140//;0;0931/10/20;14017;2274.09;;01/40610/
C41-43362-102;30/;06/201118;026;0380370;1/200;02/2;0020//;0;0908/12/20;11123;085.71;;01/20628/
C41-43369-102;31/;10/200223;026;0256550;1/200;02/2;0020//;0;0908/12/20;11123;0875.67;;01/20628/
C41-43384-102;30/;06/201104;036;097234C0;3/200;07/2;0030//;0;0908/12/20;11123;062.98;;01/30601/
C41-43389-101;06/;06/200104;157;0144330;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-43419-102;30/;06/201118;076;2279060;6/200;12/2;0070//;0;0908/12/20;11123;06057.58;;01/70631/
C41-43425-102;30/;06/201124;113;0117380;4/200;05/2;0110//;0;0908/12/20;11123;0972.65;;01/70330/
C41-43429-102;30/;06/201123;046;1031770;3/200;06/2;0040//;0;0908/12/20;11123;0980.97;;01/40630/
C41-43444-102;30/;06/201108;016;1878120;5/200;10/2;0010//;0;0914/02/20;03444;9655.87;;01/10631/
C41-43447-102;30/;06/201112;053;6109650;6/200;04/2;0050//;0;0931/01/20;12117;6948.41;;01/20312/
C41-43457-102;30/;06/201118;046;1174100;3/200;06/2;0040//;0;0908/12/20;11123;095.76;;01/40630/
C41-43502-102;31/;05/200400;033;0005680;5/200;12/2;0030//;0;0901/01/00;01000;0792.50;;01/30308/
C41-43587-103;01/;07/201103;046;1032470;3/200;06/2;0040//;0;0908/12/20;11123;0514.58;;01/40630/
C41-43587-103;01/;07/201103;147;0244990;2/201;06/2;01424/06/20;140;0911/07/20;14028;4316.69;;01/40611/
C41-43667-102;31/;03/200318;026;1408890;4/200;08/2;0020//;0;0908/12/20;11123;0186.74;;01/20631/
C41-43748-102;30/;06/201117;026;1535830;4/200;08/2;0020//;0;0901/01/00;01000;0216.60;;01/20631/
C41-43756-102;30/;06/201129;046;025028C0;1/200;02/2;0040//;0;0908/12/20;11123;0160.21;;01/40629/
C41-43768-102;30/;06/201104;056;006952C0;4/200;07/2;0050//;0;0908/12/20;11123;01711.52;;01/26018/
C41-43768-102;30/;06/201104;056;006953C0;5/200;07/2;0050//;0;0908/12/20;11123;04015.51;;01/26018/
C41-43768-102;30/;06/201104;056;006954C0;6/200;07/2;0050//;0;0908/12/20;11123;04015.51;;01/26018/
C41-43768-102;30/;06/201104;056;006955C0;1/200;07/2;0050//;0;0908/12/20;11123;03883.86;;01/36018/
C41-43768-102;30/;06/201104;056;006956C0;2/200;07/2;0050//;0;0908/12/20;11123;02303.98;;01/36018/
C41-43773-102;30/;06/201121;026;0764160;2/200;04/2;0020//;0;0908/12/20;11123;030.41;;01/20630/
C41-43792-102;30/;06/200712;076;0401270;1/200;02/2;0070//;0;0908/12/20;11123;0440.62;;01/70628/
C41-43793-101;11/;09/200106;157;0103840;1/201;03/2;01526/03/20;150;0227/03/20;15002;51898.82;;01/50618/
C41-43806-103;01/;09/200804;147;0441570;5/201;11/2;01402/12/20;140;3109/04/20;15001;23313.07;;01/40619/
C41-43806-103;01/;09/200804;157;0032510;6/201;01/2;01511/02/20;150;0914/04/20;15000;73244.17;;01/40620/
C41-43837-102;01/;01/200811;053;6501780;6/200;02/2;0050//;0;0908/12/20;11123;0697.03;;01/40301/
C41-43850-102;30/;06/201106;053;6090190;3/200;04/2;0050//;0;0908/12/20;11123;0376.50;;01/20308/
C41-43853-102;30/;06/201118;026;0260410;1/200;02/2;0020//;0;0908/12/20;11123;0222.14;;01/20628/
C41-43865-102;30/;06/201117;056;1046520;3/200;06/2;0050//;0;0908/12/20;11123;02310.89;;01/50630/
C41-43865-102;30/;06/201117;107;0359980;3/201;08/2;01008/09/20;100;0908/12/20;11123;0261.55;;01/00611/
C41-43879-102;30/;06/201117;053;6065200;5/200;03/2;0050//;0;0908/12/20;11123;0164.08;;01/10308/
C41-43888-102;28/;02/200611;043;6005020;2/200;06/2;0040//;0;0908/12/20;11123;01399.71;;01/40321/
C41-43908-102;30/;06/201106;053;6083780;2/200;04/2;0050//;0;0908/12/20;11123;01078.24;;01/20307/
C41-43932-102;30/;06/201129;066;014581C0;4/200;10/2;0060//;0;0908/12/20;11123;0499.17;;01/26017/
C41-43932-102;30/;06/201129;066;014582C0;5/200;10/2;0060//;0;0908/12/20;11123;0684.04;;01/26017/
C41-43939-103;01/;07/201105;157;0061430;6/201;02/2;0150//;0;0112/02/20;15006;8375.58;;01/40612/
C41-43954-102;13/;07/200917;043;6054760;1/200;12/2;0040//;0;0908/12/20;11123;0672.66;;01/30312/
C41-43962-101;23/;10/200110;153;0023110;1/201;03/2;01520/04/20;150;0126/03/20;15002;64519.23;;01/50326/
C41-43963-102;31/;08/200523;026;1927940;5/200;10/2;0020//;0;0908/12/20;11123;016.05;;01/20631/
C41-43967-103;01/;11/200510;143;0088670;4/201;11/2;01426/11/20;140;4330/01/20;15008;184986.93;;01/00303/
C41-43967-103;01/;11/200510;143;0125520;4/201;12/2;01429/12/20;140;4331/03/20;15002;196175.75;;01/10310/
C41-43982-102;30/;06/201119;026;1927960;5/200;10/2;0020//;0;0908/12/20;11123;035.42;;01/20631/
C41-43990-101;01/;11/200106;143;0127920;4/201;12/2;01426/12/20;140;3103/02/20;15007;71255.49;;01/40311/
C41-44012-102;30/;06/201100;016;007208C0;5/199;12/2;0010//;0;0908/12/20;11123;0128.25;;01/70531/
C41-44012-102;30/;06/201100;016;007209C0;6/199;12/2;0010//;0;0908/12/20;11123;0252.39;;01/70531/
C41-44044-102;17/;12/200325;036;2007710;6/200;12/2;0030//;0;0901/01/00;01000;0737.66;;01/30631/
C41-44045-102;31/;08/200818;063;0030490;6/200;04/2;0060//;0;0909/12/20;11122;9246.13;;01/50324/
C41-44045-102;31/;08/200818;086;1066540;3/200;06/2;0080//;0;0909/12/20;11122;9524.79;;01/80630/
C41-44073-102;28/;02/200227;026;0262280;1/200;02/2;0020//;0;0919/12/20;11121;9141.00;;01/20628/
C41-44087-102;30/;06/201118;056;007750C0;6/200;08/2;0050//;0;0922/03/20;12112;5807.73;;01/16017/
C41-44087-102;30/;06/201118;056;007751C0;1/200;08/2;0050//;0;0922/03/20;12112;5781.25;;01/26017/
C41-44087-102;30/;06/201118;056;007752C0;2/200;08/2;0050//;0;0922/03/20;12112;5807.73;;01/26017/
C41-44097-102;30/;06/201118;053;6070960;6/200;03/2;0050//;0;0909/12/20;11122;9161.30;;01/10309/
C41-44107-103;01/;07/201100;157;0144340;1/201;04/2;0150//;0;0109/04/20;15001;215617.89;;01/50609/
C41-44131-102;30/;06/201118;053;6070980;6/200;03/2;0050//;0;0909/12/20;11122;976.74;;01/10309/
C41-44157-102;30/;06/201105;026;1412250;4/200;08/2;0020//;0;0908/12/20;11123;0171.41;;01/20631/
C41-44175-101;20/;12/200104;157;0103880;1/201;03/2;0150//;0;0118/03/20;15003;41409.15;;01/50618/
C41-44184-102;30/;11/201203;096;0546370;3/200;12/2;0090//;0;0913/02/20;14043;2228.86;;01/85402/
C41-44184-102;30/;11/201203;127;0355010;4/201;10/2;0120//;0;0911/06/20;14031;48.79;;01/20604/
C41-44216-102;30/;06/201132;036;038638C0;1/200;02/2;0030//;0;0908/12/20;11123;0214.70;;01/30628/
C41-44225-102;30/;06/201124;033;0002960;4/200;10/2;0030//;0;0909/12/20;11122;9441.04;;01/30308/
C41-44225-102;30/;06/201124;043;6010060;4/200;10/2;0040//;0;0909/12/20;11122;94407.63;;01/40305/
C41-44225-102;30/;06/201124;053;6510050;2/200;07/2;0050//;0;0909/12/20;11122;93822.91;;01/40321/
C41-44225-102;30/;06/201124;053;6523310;4/200;09/2;0050//;0;0909/12/20;11122;91384.98;;01/50327/
C41-44232-103;01/;03/201204;137;0559470;5/201;12/2;0130//;0;0910/02/20;14043;5527.05;;01/30604/
C41-44232-103;01/;03/201204;147;0160720;1/201;04/2;0140//;0;0909/05/20;14034;7335.40;;01/40614/
C41-44252-102;30/;06/201129;026;0263890;1/200;02/2;0020//;0;0909/12/20;11122;9893.69;;01/20628/
C41-44307-102;01/;02/200700;033;0005050;2/200;06/2;0030//;0;0911/11/20;08235;21448.77;;01/30305/
C41-44314-102;30/;06/201103;107;0334010;3/201;07/2;0100//;0;0930/11/20;11123;81200.23;;01/00615/
C41-44314-102;30/;06/201103;107;0542720;4/201;09/2;01011/10/20;100;0909/12/20;11122;9413.20;;01/00612/
C41-44321-103;01/;05/201413;143;0053180;3/201;07/2;0140//;0;0928/01/20;15008;31435.50;;01/40325/
C41-44342-102;30/;06/200600;066;104527C0;3/200;06/2;0060//;0;0925/08/20;10170;0310.58;;01/60630/
C41-44372-103;01/;07/200903;157;0103910;1/201;03/2;01528/03/20;150;0231/03/20;15002;12065.39;;01/50618/
C41-44391-102;30/;06/201104;053;6083950;2/200;04/2;0050//;0;0909/12/20;11122;9115.59;;01/20307/
C41-44395-102;29/;12/201408;143;0062540;4/201;09/2;01402/10/20;140;0928/11/20;14014;41418.59;;01/40326/
C41-44439-102;30/;06/201106;026;0647240;2/200;04/2;0020//;0;0909/12/20;11122;91164.38;;01/20630/
C41-44446-102;30/;06/201100;083;0026320;6/200;06/2;0080//;0;0927/01/20;11154;51244.58;;01/70316/
C41-44478-102;30/;06/201102;076;1870700;5/200;10/2;0070//;0;0909/12/20;11122;92837.82;;01/70631/
C41-44482-103;01/;07/201118;157;0144360;1/201;04/2;0150//;0;0109/04/20;15001;2111.44;;01/50609/
C41-44495-102;30/;06/201129;086;0658250;2/200;04/2;0080//;0;0909/12/20;11122;91971.44;;01/80630/
C41-44495-102;30/;06/201129;086;1067650;3/200;06/2;0080//;0;0909/12/20;11122;91971.44;;01/80630/
C41-44495-102;30/;06/201129;086;1477860;4/200;08/2;0080//;0;0909/12/20;11122;91168.69;;01/80631/
C41-44495-102;30/;06/201129;086;1888410;5/200;10/2;0080//;0;0909/12/20;11122;9920.73;;01/80631/
C41-44495-102;30/;06/201129;086;2298690;6/200;12/2;0080//;0;0909/12/20;11122;9920.73;;01/80631/
C41-44507-102;30/;06/201130;026;1031330;3/200;06/2;0020//;0;0909/12/20;11122;9747.62;;01/20630/
C41-44513-102;30/;06/201111;107;0543080;4/201;09/2;01012/10/20;100;0909/12/20;11122;9530.26;;01/00612/
C41-44513-102;30/;06/201111;107;0859650;5/201;11/2;0100//;0;0909/12/20;11122;9391.56;;01/00618/
C41-44521-102;29/;02/201209;053;5584620;5/200;11/2;0050//;0;0917/01/20;12119;0856.30;;01/50329/
C41-44521-102;29/;02/201209;063;0002380;6/200;01/2;0060//;0;0917/01/20;12119;0604.83;;01/50330/
C41-44530-102;30/;06/201104;036;1360770;4/200;09/2;0030//;0;0909/12/20;11122;920.04;;01/30601/
C41-44541-102;30/;04/200604;056;240200C0;6/200;12/2;0050//;0;0909/12/20;11122;9440.74;;01/50631/
C41-44552-102;01/;06/200700;033;0005800;5/200;12/2;0030//;0;0909/12/20;14013;384.98;;01/30308/
C41-44552-102;01/;06/200700;053;6103390;5/200;04/2;0050//;0;0909/12/20;14013;33322.07;;01/20312/
C41-44584-102;30/;06/201104;066;1597750;4/200;08/2;0060//;0;0909/12/20;11122;99.58;;01/60631/
C41-44591-102;30/;04/200600;056;025168C0;1/200;02/2;0050//;0;0909/12/20;11122;9362.53;;01/50628/
C41-44591-102;30/;04/200600;056;145022C0;4/200;08/2;0050//;0;0909/12/20;11122;9380.95;;01/50631/
C41-44591-102;30/;04/200600;056;2254560;6/200;12/2;0050//;0;0909/12/20;11122;9748.94;;01/50631/
C41-44591-102;30/;04/200600;066;0249310;1/200;02/2;0060//;0;0909/12/20;11122;9724.38;;01/60628/
C41-44625-102;31/;05/200517;046;2219280;6/200;12/2;0040//;0;0902/04/20;08257;5361.94;;01/40631/
C41-44629-102;30/;06/201104;113;0114080;2/200;05/2;0110//;0;0909/12/20;11122;92000.38;;01/70330/
C41-44636-102;31/;05/200700;043;0002420;1/200;04/2;0040//;0;1402/06/20;09214;9792.84;;01/40328/
C41-44639-102;30/;06/201115;043;6054990;1/200;12/2;0040//;0;0909/12/20;11122;9675.60;;01/30312/
C41-44639-102;30/;06/201115;043;6060240;3/200;12/2;0040//;0;0909/12/20;11122;9523.89;;01/30322/
C41-44639-102;30/;06/201115;053;6109930;6/200;04/2;0050//;0;0909/12/20;11122;9597.19;;01/20312/
C41-44643-102;30/;06/201123;036;000535C0;1/200;05/2;0030//;0;0909/12/20;11122;9125.92;;01/25016/
C41-44643-102;30/;06/201123;036;000536C0;2/200;05/2;0030//;0;0909/12/20;11122;9240.04;;01/25016/
C41-44643-102;30/;06/201123;036;000537C0;3/200;05/2;0030//;0;0909/12/20;11122;9240.04;;01/25016/
C41-44643-102;30/;06/201123;036;000538C0;4/200;05/2;0030//;0;0909/12/20;11122;9243.97;;01/25016/
C41-44643-102;30/;06/201123;036;000539C0;5/200;05/2;0030//;0;0909/12/20;11122;9240.04;;01/25016/
C41-44643-102;30/;06/201123;036;000540C0;6/200;05/2;0030//;0;0909/12/20;11122;9240.04;;01/25016/
C41-44648-102;30/;09/200700;026;2193660;6/200;12/2;0020//;0;0909/12/20;11122;9961.87;;01/20631/
C41-44648-102;30/;09/200700;033;0005810;5/200;12/2;0030//;0;0928/03/20;05367;6772.64;;01/30308/
C41-44648-102;30/;09/200700;046;196427C0;5/200;10/2;0040//;0;0909/12/20;11122;9247.36;;01/40631/
C41-44714-102;30/;06/201130;053;6109960;6/200;04/2;0050//;0;0909/12/20;11122;9868.80;;01/20312/
C41-44734-101;03/;06/200213;157;0061480;6/201;02/2;01525/02/20;150;3118/03/20;15003;41110.51;;01/40612/
C41-44734-101;03/;06/200213;157;0103950;1/201;03/2;01530/03/20;150;0214/04/20;15000;71104.00;;01/50618/
C41-44775-102;30/;06/201102;036;026187C0;1/200;02/2;0030//;0;0908/12/20;11123;0280.52;;01/30628/
