C41-29553-102;11/;09/200204;023;0060940;5/199;07/2;0020//;0;0908/12/20;11123;0208.74;;01/70301/
C41-29629-101;20/;01/199207;976;1142830;5/199;10/1;9970//;0;1828/04/20;12108;83561.12;;01/70631/
C41-29636-101;20/;01/199212;053;6069550;6/200;03/2;0050//;0;0922/02/20;12115;4958.16;;01/10309/
C41-29650-102;28/;02/199827;976;108413C0;6/199;12/1;9970//;0;0908/12/20;11123;0567.70;;01/70631/
C41-29688-102;30/;06/201104;046;0780620;2/200;04/2;0040//;0;0908/12/20;11123;0514.33;;01/40630/
C41-29802-102;31/;08/200619;066;1019350;3/200;06/2;0060//;0;0908/12/20;11123;06344.55;;01/60630/
C41-29879-103;02/;01/200600;023;0061070;5/199;07/2;0020//;0;0908/12/20;11123;0278.60;;01/70301/
C41-30030-101;01/;04/199203;157;0144050;1/201;04/2;0150//;0;0109/04/20;15001;25006.22;;01/50609/
C41-30160-102;30/;06/201114;006;1997960;6/200;12/2;0000//;0;0908/12/20;11123;0255.16;;01/00631/
C41-30197-102;30/;06/201106;043;6064320;5/200;12/2;0040//;0;0908/12/20;11123;0393.51;;01/30328/
C41-30197-102;30/;06/201106;043;6066450;6/200;12/2;0040//;0;0908/12/20;11123;0600.11;;01/30329/
C41-30266-102;31/;07/199813;976;1144160;5/199;10/1;9970//;0;0908/12/20;11123;0105.83;;01/70631/
C41-30459-102;30/;06/201106;036;0218820;1/200;02/2;0030//;0;0908/12/20;11123;0586.86;;01/30628/
C41-30566-101;01/;07/199204;157;0102820;1/201;03/2;01528/03/20;150;0231/03/20;15002;12542.52;;01/50618/
C41-30781-102;01/;01/200200;033;0016950;6/199;11/2;0030//;0;0908/12/20;11123;04385.57;;01/80319/
C41-30781-102;01/;01/200200;043;0016170;2/199;02/2;0040//;0;0908/12/20;11123;06167.06;;01/90323/
C41-30781-102;01/;01/200200;043;6046230;6/199;10/2;0040//;0;0908/12/20;11123;0692.55;;01/90307/
C41-30781-102;01/;01/200200;053;6037400;1/200;03/2;0050//;0;0908/12/20;11123;0852.09;;01/10301/
C41-30781-102;01/;01/200200;053;6043990;2/200;03/2;0050//;0;0908/12/20;11123;03385.21;;01/10302/
C41-30781-102;01/;01/200200;053;6050630;3/200;03/2;0050//;0;0908/12/20;11123;02400.57;;01/10304/
C41-30781-102;01/;01/200200;053;6057440;4/200;03/2;0050//;0;0908/12/20;11123;04687.36;;01/10307/
C41-30781-102;01/;01/200200;053;6063690;5/200;03/2;0050//;0;0908/12/20;11123;03375.06;;01/10308/
C41-30972-102;31/;10/200704;076;018955C0;1/200;11/2;0070//;0;0905/12/20;07269;41424.17;;01/00317/
C41-30972-102;31/;10/200704;076;018956C0;2/200;11/2;0070//;0;0905/12/20;07269;42665.91;;01/00317/
C41-30972-102;31/;10/200704;076;018957C0;3/200;11/2;0070//;0;0905/12/20;07269;42672.23;;01/00317/
C41-30984-102;30/;06/201129;056;1824540;5/200;10/2;0050//;0;0908/12/20;11123;0774.94;;01/50631/
C41-30984-102;30/;06/201129;076;0224620;1/200;02/2;0070//;0;0908/12/20;11123;0655.90;;01/70628/
C41-31077-102;31/;10/200412;036;000983C0;6/200;07/2;0030//;0;0923/06/20;09212;830.52;;01/05016/
C41-31077-102;31/;10/200412;036;000984C0;1/200;07/2;0030//;0;0923/06/20;09212;838.84;;01/15016/
C41-31164-102;28/;08/200006;996;1386870;4/199;08/1;9990//;0;0908/12/20;11123;014.75;;01/90631/
C41-31246-102;30/;06/201100;976;046445C0;4/199;08/1;9970//;0;0908/12/20;11123;06809.13;;01/70631/
C41-31246-102;30/;06/201100;986;040043C0;2/199;04/1;9980//;0;0908/12/20;11123;04779.66;;01/80630/
C41-31359-102;30/;09/200703;006;0029490;4/199;08/2;0000//;0;3114/09/20;10168;012663.641506;;01/90616/
C41-31359-102;30/;09/200703;016;0049570;4/200;07/2;0010//;0;3127/08/20;05352;415320.051506;;01/00602/
C41-31359-102;30/;09/200703;026;0090250;5/199;07/2;0020//;0;3127/09/20;12093;611318.051506;;01/90616/
C41-31359-102;30/;09/200703;026;0090260;6/199;07/2;0020//;0;3113/10/20;10165;110775.641506;;01/90616/
C41-31395-102;30/;06/201106;043;6053400;1/200;12/2;0040//;0;0908/12/20;11123;0244.28;;01/30312/
C41-31428-102;30/;06/201123;976;108759C0;6/199;12/1;9970//;0;0908/12/20;11123;0576.02;;01/70631/
C41-31428-102;30/;06/201123;986;049309C0;1/199;02/1;9980//;0;0908/12/20;11123;0806.28;;01/80628/
C41-31428-102;30/;06/201123;986;181044C0;6/199;12/1;9980//;0;0908/12/20;11123;03468.60;;01/80631/
C41-31479-102;31/;10/200525;053;6069620;6/200;03/2;0050//;0;0908/12/20;11123;0101.18;;01/10309/
C41-31532-102;30/;06/201119;043;0023830;3/199;06/2;0040//;0;0908/12/20;11123;0137.84;;01/90304/
C41-31532-102;30/;06/201119;043;6031440;4/199;07/2;0040//;0;0908/12/20;11123;0140.09;;01/90314/
C41-31532-102;30/;06/201119;043;6038960;5/199;10/2;0040//;0;0908/12/20;11123;0137.84;;01/90306/
C41-31532-102;30/;06/201119;043;6046270;6/199;10/2;0040//;0;0908/12/20;11123;0137.84;;01/90307/
C41-31532-102;30/;06/201119;043;6053410;1/200;12/2;0040//;0;0908/12/20;11123;0168.90;;01/30312/
C41-31532-102;30/;06/201119;043;6057300;2/200;12/2;0040//;0;0908/12/20;11123;0174.63;;01/30320/
C41-31532-102;30/;06/201119;043;6059670;3/200;12/2;0040//;0;0908/12/20;11123;0174.63;;01/30322/
C41-31532-102;30/;06/201119;043;6062020;4/200;12/2;0040//;0;0908/12/20;11123;0177.49;;01/30324/
C41-31551-102;31/;10/200302;036;1193800;4/200;09/2;0030//;0;0908/12/20;11123;0177.49;;01/30601/
C41-31612-102;30/;06/201104;036;1359600;4/200;09/2;0030//;0;0908/12/20;11123;088.74;;01/30601/
C41-31684-103;01/;07/201101;033;0003970;1/199;02/2;0030//;0;0908/12/20;11123;0963.44;;01/80301/
C41-31776-102;31/;12/201307;137;0420540;4/201;09/2;01308/10/20;140;3130/10/20;14017;3187718.841554;;01/30618/
C41-31776-102;31/;12/201307;137;0519160;5/201;11/2;01308/10/20;140;3130/10/20;14017;320714.641554;;01/30620/
C41-31838-102;04/;06/199814;976;0465950;4/199;08/1;9970//;0;0908/12/20;11123;0232.31;;01/70631/
C41-31900-102;11/;09/199721;976;0466120;4/199;08/1;9970//;0;0908/12/20;11123;05434.62;;01/70631/
C41-31910-103;29/;11/201402;073;0124430;6/200;04/2;0070//;0;0924/08/20;12097;0869.18;;01/60316/
C41-31910-103;29/;11/201402;113;0113920;2/200;05/2;0110//;0;0924/08/20;12097;0332.64;;01/70330/
C41-31916-101;03/;05/199307;157;0144070;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-32016-102;28/;02/199820;976;1089000;6/199;12/1;9970//;0;0906/02/20;03445;72928.32;;01/70631/
C41-32016-102;28/;02/199820;976;1148000;5/199;10/1;9970//;0;0906/02/20;03445;73125.65;;01/70631/
C41-32016-102;28/;02/199820;986;0494410;1/199;02/1;9980//;0;0906/02/20;03445;72994.39;;01/80628/
C41-32049-102;31/;10/200503;976;1148100;5/199;10/1;9970//;0;0908/12/20;11123;0105.83;;01/70631/
C41-32175-102;24/;11/200023;996;1939460;6/199;12/1;9990//;0;0908/12/20;11123;0137.84;;01/90631/
C41-32324-102;13/;06/199500;976;1089760;6/199;12/1;9970//;0;0922/10/20;13054;68716.12;;01/70631/
C41-32406-102;31/;07/199912;996;0906250;3/199;06/1;9990//;0;0908/12/20;11123;01229.23;;01/90630/
C41-32447-102;29/;04/200012;976;1149080;5/199;10/1;9970//;0;0908/12/20;11123;06115.06;;01/70631/
C41-32453-102;01/;11/200800;086;2050260;5/200;10/2;0080//;0;0908/12/20;11123;010069.92;;01/80631/
C41-32545-102;30/;06/200018;006;0911970;3/200;06/2;0000//;0;1313/02/20;15006;7144.152303;;01/00630/
C41-32558-102;21/;11/201411;147;0440970;5/201;11/2;01424/11/20;140;0930/12/20;14011;21504.18;;01/40619/
C41-32558-102;21/;11/201411;157;0061190;6/201;02/2;01520/02/20;150;0927/03/20;15002;5517.84;;01/40612/
C41-32573-102;30/;06/201110;053;6069680;6/200;03/2;0050//;0;0908/12/20;11123;0199.01;;01/10309/
C41-32573-102;30/;06/201110;053;6076020;1/200;03/2;0050//;0;0908/12/20;11123;0276.14;;01/20322/
C41-32605-103;15/;08/201104;147;0440980;5/201;11/2;01424/11/20;140;3109/04/20;15001;22123.47;;01/40619/
C41-32605-103;15/;08/201104;157;0102910;1/201;03/2;01526/03/20;150;0227/03/20;15002;51339.60;;01/50618/
C41-32668-102;26/;06/199823;976;0468170;4/199;08/1;9970//;0;0908/12/20;11123;0107.58;;01/70631/
C41-32700-102;13/;02/201509;147;0465440;5/201;12/2;0140//;0;0909/04/20;15001;228756.20;;01/40605/
C41-32700-102;13/;02/201509;157;0061200;6/201;02/2;0150//;0;0112/02/20;15006;817721.42;;01/40612/
C41-32700-102;13/;02/201509;157;0102930;1/201;03/2;0150//;0;0924/03/20;15002;86581.46;;01/50618/
C41-32762-103;01/;11/201211;153;0015000;5/201;03/2;01518/03/20;150;3115/04/20;15000;61589.97;;01/40305/
C41-32769-102;30/;06/201125;016;2099830;6/200;12/2;0010//;0;0908/12/20;11123;02432.89;;01/10631/
C41-32837-102;31/;10/199797;976;0468500;4/199;08/1;9970//;0;0930/11/20;11123;8268.92;;01/70631/
C41-32837-102;31/;10/199797;976;1149960;5/199;10/1;9970//;0;0930/11/20;11123;8105.83;;01/70631/
C41-32874-103;19/;01/199903;157;0061210;6/201;02/2;0150//;0;0112/02/20;15006;8368.08;;01/40612/
C41-32874-103;19/;01/199903;157;0144080;1/201;04/2;0150//;0;0109/04/20;15001;2356.01;;01/50609/
C41-32891-102;30/;06/201124;976;1150170;5/199;10/1;9970//;0;0930/11/20;11123;8726.92;;01/70631/
C41-32896-101;14/;01/199411;086;0228690;1/200;02/2;0080//;0;3921/03/20;14039;61261.36;;01/80629/
C41-32896-101;14/;01/199411;086;1048900;3/200;06/2;0080//;0;3921/03/20;14039;61282.38;;01/80630/
C41-32896-101;14/;01/199411;086;1459430;4/200;08/2;0080//;0;3921/03/20;14039;61303.39;;01/80631/
C41-32896-101;14/;01/199411;086;1870190;5/200;10/2;0080//;0;3921/03/20;14039;61116.22;;01/80631/
C41-32896-101;14/;01/199411;097;0124440;1/200;04/2;00924/04/20;090;0909/07/20;12101;6982.35;;01/90612/
C41-32896-101;14/;01/199411;107;0259510;2/201;06/2;0100//;0;3921/03/20;14039;6985.05;;01/00608/
C41-32896-101;14/;01/199411;107;0332100;3/201;07/2;01030/07/20;100;3921/03/20;14039;6748.94;;01/00615/
C41-32896-101;14/;01/199411;107;0528390;4/201;09/2;01008/10/20;100;3921/03/20;14039;6761.21;;01/00612/
C41-32921-101;17/;01/199407;157;0144090;1/201;04/2;0150//;0;0109/04/20;15001;2470.04;;01/50609/
C41-32984-102;15/;01/201010;103;0028150;1/201;04/2;0100//;0;0917/05/20;10180;05140.54;;01/00321/
C41-33191-102;30/;06/201112;033;0004320;4/199;02/2;0030//;0;0930/11/20;11123;8421.34;;01/80318/
C41-33191-102;30/;06/201112;033;0017110;6/199;11/2;0030//;0;0930/11/20;11123;8384.20;;01/80319/
C41-33191-102;30/;06/201112;043;6072040;1/200;12/2;0040//;0;0930/11/20;11123;814.35;;01/00329/
C41-33191-102;30/;06/201112;053;6004860;2/200;01/2;0050//;0;0930/11/20;11123;8202.60;;01/00303/
C41-33191-102;30/;06/201112;053;6018140;4/200;01/2;0050//;0;0930/11/20;11123;8593.39;;01/00305/
C41-33191-102;30/;06/201112;053;6024390;5/200;02/2;0050//;0;0930/11/20;11123;8570.07;;01/00318/
C41-33286-102;30/;06/201113;086;0639580;2/200;04/2;0080//;0;0930/11/20;11123;81075.97;;01/80630/
C41-33286-102;30/;06/201113;086;1049220;3/200;06/2;0080//;0;0930/11/20;11123;81075.97;;01/80630/
C41-33286-102;30/;06/201113;086;1459760;4/200;08/2;0080//;0;0930/11/20;11123;81093.62;;01/80631/
C41-33286-102;30/;06/201113;086;1870530;5/200;10/2;0080//;0;0930/11/20;11123;81075.97;;01/80631/
C41-33286-102;30/;06/201113;097;0183100;2/200;06/2;0090//;0;0930/11/20;11123;81075.97;;01/90605/
C41-33294-103;01/;07/201104;127;0277450;3/201;08/2;0120//;0;0928/08/20;12096;650.20;;01/20607/
C41-33371-102;01/;07/201102;053;6037590;1/200;03/2;0050//;0;0930/11/20;11123;8334.91;;01/10301/
C41-33371-102;01/;07/201102;053;6050790;3/200;03/2;0050//;0;0930/11/20;11123;8359.02;;01/10304/
C41-33418-102;28/;02/199997;976;0470220;4/199;08/1;9970//;0;0930/11/20;11123;8108.43;;01/70631/
C41-33457-102;29/;10/199897;986;1598350;5/199;10/1;9980//;0;0930/11/20;11123;8570.80;;01/80631/
C41-33507-102;29/;02/200410;033;0002490;4/200;10/2;0030//;0;0902/10/20;14020;12369.64;;01/30308/
C41-33507-102;29/;02/200410;033;0004210;2/200;06/2;0030//;0;0902/10/20;14020;110868.27;;01/30305/
C41-33507-102;29/;02/200410;033;0005270;5/200;12/2;0030//;0;0902/10/20;14020;11992.96;;01/30308/
C41-33507-102;29/;02/200410;033;0007850;1/199;12/2;0030//;0;0902/10/20;14020;110252.93;;01/90308/
C41-33507-102;29/;02/200410;033;0009020;3/200;08/2;0030//;0;0902/10/20;14020;12049.90;;01/30304/
C41-33507-102;29/;02/200410;033;0017170;6/199;11/2;0030//;0;1309/04/20;15123;81012.96;;01/80319/
C41-33507-102;29/;02/200410;043;0008160;6/200;02/2;0040//;0;0902/10/20;14020;11992.96;;01/30309/
C41-33507-102;29/;02/200410;043;0016410;2/199;02/2;0040//;0;0902/10/20;14020;11094.94;;01/90323/
C41-33507-102;29/;02/200410;043;6031670;4/199;07/2;0040//;0;0902/10/20;14020;11605.84;;01/90314/
C41-33507-102;29/;02/200410;046;0222600;1/200;02/2;0040//;0;1309/04/20;15020;16171.75;;01/40629/
C41-33744-102;30/;06/201100;986;040622C0;2/199;04/1;9980//;0;1309/04/20;15020;11034.61;;01/80630/
C41-33805-102;27/;06/200023;996;0565710;2/199;04/1;9990//;0;0930/11/20;11123;81059.66;;01/90630/
C41-33896-101;01/;08/199404;117;0170420;1/201;04/2;01116/06/20;110;2502/04/20;13074;91003.86;;01/10611/
C41-33900-102;12/;11/201408;097;0385190;4/200;10/2;0090//;0;0930/11/20;11123;8222.85;;01/90612/
C41-33954-102;30/;11/199897;976;0472020;4/199;08/1;9970//;0;0930/11/20;11123;8460.96;;01/70631/
C41-33954-102;30/;11/199897;976;1153340;5/199;10/1;9970//;0;0930/11/20;11123;8536.97;;01/70631/
C41-33954-102;30/;11/199897;986;159838C0;5/199;10/1;9980//;0;0930/11/20;11123;821.80;;01/80631/
C41-33970-102;30/;04/201308;123;0000860;6/201;02/2;01227/02/20;120;2619/09/20;14021;417401.66;;01/10301/
C41-33970-102;30/;04/201308;123;0003420;1/201;04/2;01218/04/20;120;2619/09/20;14021;416973.42;;01/20303/
C41-33970-102;30/;04/201308;137;0131650;1/201;03/2;0130//;0;2619/09/20;14021;415802.07;;01/30620/
C41-34007-102;15/;08/200425;976;1153450;5/199;10/1;9970//;0;0930/11/20;11123;8803.82;;01/70631/
C41-34075-101;15/;09/199402;157;0102990;1/201;03/2;01527/03/20;150;0231/03/20;15002;11470.86;;01/50618/
C41-34093-102;28/;02/199800;056;006947C0;5/200;07/2;0050//;0;0914/06/20;12104;12121.12;;01/36018/
C41-34093-102;28/;02/199800;056;006948C0;6/200;07/2;0050//;0;0914/06/20;12104;12121.12;;01/36018/
C41-34196-102;30/;09/200201;043;6031760;4/199;07/2;0040//;0;3126/01/20;08264;2773.681506;;01/90314/
C41-34196-102;30/;09/200201;976;1154080;5/199;10/1;9970//;0;3126/11/20;07270;34763.471506;;01/70631/
C41-34201-102;30/;06/201123;976;1154100;5/199;10/1;9970//;0;0930/11/20;11123;8202.52;;01/70631/
C41-34229-102;30/;06/201121;076;0227580;1/200;02/2;0070//;0;0930/11/20;11123;8807.72;;01/70628/
C41-34229-102;30/;06/201121;076;1851730;5/200;10/2;0070//;0;0930/11/20;11123;8835.11;;01/70631/
C41-34229-102;30/;06/201121;086;0229910;1/200;02/2;0080//;0;0930/11/20;11123;81372.28;;01/80629/
C41-34229-102;30/;06/201121;086;0640460;2/200;04/2;0080//;0;0930/11/20;11123;81003.89;;01/80630/
C41-34229-102;30/;06/201121;086;1050090;3/200;06/2;0080//;0;0930/11/20;11123;81003.89;;01/80630/
C41-34229-102;30/;06/201121;086;1460630;4/200;08/2;0080//;0;0930/11/20;11123;81020.36;;01/80631/
C41-34229-102;30/;06/201121;086;1871370;5/200;10/2;0080//;0;0930/11/20;11123;81003.89;;01/80631/
C41-34229-102;30/;06/201121;086;2460560;6/200;12/2;0080//;0;0930/11/20;11123;8164.57;;01/80631/
C41-34237-102;30/;06/201121;976;1154270;5/199;10/1;9970//;0;0930/11/20;11123;8423.32;;01/70631/
C41-34305-101;01/;11/199407;143;0108160;1/201;12/2;01412/12/20;140;3130/12/20;14011;2434.71;;01/10301/
C41-34305-101;01/;11/199407;143;0116820;2/201;12/2;01412/12/20;140;3121/01/20;15009;0468.79;;01/10304/
C41-34305-101;01/;11/199407;153;0023020;1/201;03/2;0150//;0;0126/03/20;15002;62321.75;;01/50326/
C41-34440-102;30/;06/201123;996;194379C0;6/199;12/1;9990//;0;0930/11/20;11123;81585.76;;01/90631/
C41-34521-102;30/;11/199797;976;0474110;4/199;08/1;9970//;0;0930/11/20;11123;825995.44;;01/70631/
C41-34604-102;31/;01/199823;976;1096260;6/199;12/1;9970//;0;0930/11/20;11123;8105.83;;01/70631/
C41-34642-102;30/;06/201123;066;1024110;3/200;06/2;0060//;0;0930/11/20;11123;8459.34;;01/60630/
C41-34642-102;30/;06/201123;066;1425000;4/200;08/2;0060//;0;0930/11/20;11123;8466.86;;01/60631/
C41-34642-102;30/;06/201123;076;0228020;1/200;02/2;0070//;0;0930/11/20;11123;8444.28;;01/70628/
C41-34655-102;12/;11/201411;147;0324210;3/201;08/2;0140//;0;0903/09/20;14023;0807.60;;01/40614/
C41-34655-102;12/;11/201411;147;0384160;4/201;10/2;0140//;0;0930/10/20;14017;3609.03;;01/40610/
C41-34768-101;08/;03/199511;157;0061220;6/201;02/2;01524/02/20;150;3118/03/20;15003;4787.87;;01/40612/
C41-34768-101;08/;03/199511;157;0103020;1/201;03/2;01525/03/20;150;3115/04/20;15000;6762.03;;01/50618/
C41-34864-102;30/;06/201129;023;0028090;4/199;07/2;0020//;0;0930/11/20;11123;8651.15;;01/70301/
C41-34886-102;30/;06/201126;053;6082650;2/200;04/2;0050//;0;0930/11/20;11123;824.40;;01/20307/
C41-34935-102;12/;11/201408;986;0410130;2/199;04/1;9980//;0;0913/03/20;12113;4308.55;;01/80630/
C41-34982-102;01/;10/200724;033;0008060;1/199;12/2;0030//;0;0923/01/20;12118;41195.00;;01/90308/
C41-34995-102;12/;05/200000;986;181888C0;6/199;12/1;9980//;0;0903/03/20;08260;57756.84;;01/80631/
C41-34995-102;12/;05/200000;996;021616C0;1/199;02/1;9990//;0;0930/11/20;11123;815107.53;;01/90628/
C41-35008-102;30/;06/201108;043;6059760;3/200;12/2;0040//;0;0930/11/20;11123;8160.52;;01/30322/
C41-35008-102;30/;06/201108;053;6037690;1/200;03/2;0050//;0;0930/11/20;11123;8555.06;;01/10301/
C41-35008-102;30/;06/201108;053;6044240;2/200;03/2;0050//;0;0930/11/20;11123;8266.95;;01/10302/
C41-35008-102;30/;06/201108;053;6050900;3/200;03/2;0050//;0;0930/11/20;11123;8101.73;;01/10304/
C41-35008-102;30/;06/201108;053;6057710;4/200;03/2;0050//;0;0930/11/20;11123;84.83;;01/10307/
C41-35008-102;30/;06/201108;053;6089150;3/200;04/2;0050//;0;0930/11/20;11123;8140.55;;01/20308/
C41-35008-102;30/;06/201108;053;6095680;4/200;04/2;0050//;0;0930/11/20;11123;816.67;;01/20311/
C41-35074-102;09/;04/200123;986;1459750;5/199;10/1;9980//;0;0930/11/20;11123;8483.40;;01/80631/
C41-35074-102;09/;04/200123;986;1819110;6/199;12/1;9980//;0;0930/11/20;11123;8515.68;;01/80631/
C41-35074-102;09/;04/200123;996;0216390;1/199;02/1;9990//;0;0930/11/20;11123;8463.23;;01/90628/
C41-35084-102;10/;06/201302;143;0136060;6/201;12/2;0140//;0;0926/01/20;15008;5194.53;;01/10319/
C41-35097-101;05/;06/199508;153;0015030;5/201;03/2;01520/03/20;150;3115/04/20;15000;62455.24;;01/40305/
C41-35097-101;05/;06/199508;153;0023030;1/201;03/2;01517/04/20;150;0126/03/20;15002;62861.13;;01/50326/
C41-35136-102;31/;03/200097;006;0208280;1/200;02/2;0000//;0;0930/11/20;11123;81744.84;;01/00629/
C41-35136-102;31/;03/200097;996;1945580;6/199;12/1;9990//;0;0930/11/20;11123;81378.40;;01/90631/
C41-35152-101;01/;07/199511;147;0465460;5/201;12/2;01427/02/20;150;3125/03/20;15002;7629.29;;01/40605/
C41-35152-101;01/;07/199511;157;0144120;1/201;04/2;0150//;0;0109/04/20;15001;2619.53;;01/50609/
C41-35296-102;06/;03/201513;147;0119500;1/201;03/2;01426/03/20;140;0923/02/20;15005;71620.32;;01/40619/
C41-35354-102;30/;06/201120;053;6011750;3/200;01/2;0050//;0;0930/11/20;11123;84.86;;01/00304/
C41-35354-102;30/;06/201120;053;6018380;4/200;01/2;0050//;0;0930/11/20;11123;8290.24;;01/00305/
C41-35354-102;30/;06/201120;053;6024600;5/200;02/2;0050//;0;0930/11/20;11123;8334.05;;01/00318/
C41-35374-102;28/;12/199825;976;1158670;5/199;10/1;9970//;0;0930/11/20;11123;8786.80;;01/70631/
C41-35458-102;28/;02/199826;976;1159010;5/199;10/1;9970//;0;0930/11/20;11123;8104.11;;01/70631/
C41-35474-103;01/;08/200010;153;0023040;1/201;03/2;01513/04/20;150;0126/03/20;15002;63244.09;;01/50326/
C41-35480-102;30/;06/201117;056;006932C0;2/200;07/2;0050//;0;0930/11/20;11123;8395.17;;01/46018/
C41-35480-102;30/;06/201117;056;006933C0;3/200;07/2;0050//;0;0930/11/20;11123;8512.89;;01/46018/
C41-35480-102;30/;06/201117;056;006938C0;4/200;07/2;0050//;0;0930/11/20;11123;8521.30;;01/46018/
C41-35480-102;30/;06/201117;056;006939C0;5/200;07/2;0050//;0;0930/11/20;11123;8512.89;;01/46018/
C41-35480-102;30/;06/201117;056;006940C0;6/200;07/2;0050//;0;0930/11/20;11123;8512.89;;01/46018/
C41-35485-102;31/;10/199897;986;1109460;4/199;08/1;9980//;0;0930/11/20;11123;8368.49;;01/80631/
C41-35485-102;31/;10/199897;986;1461250;5/199;10/1;9980//;0;0930/11/20;11123;8362.55;;01/80631/
C41-35501-102;30/;04/200200;016;005104C0;4/199;08/2;0010//;0;0925/11/20;02453;01506.00;;01/90508/
C41-35501-102;30/;04/200200;016;005105C0;5/199;08/2;0010//;0;0925/11/20;02453;01506.00;;01/90508/
C41-35501-102;30/;04/200200;016;005106C0;6/199;08/2;0010//;0;0925/11/20;02453;01506.00;;01/90508/
C41-35501-102;30/;04/200200;016;005107C0;1/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35501-102;30/;04/200200;016;005108C0;2/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35501-102;30/;04/200200;016;005109C0;3/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35501-102;30/;04/200200;016;005110C0;4/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35501-102;30/;04/200200;016;005111C0;5/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35501-102;30/;04/200200;016;005112C0;6/200;08/2;0010//;0;0925/11/20;02453;01105.85;;01/00508/
C41-35599-102;30/;06/201117;043;6039520;5/199;10/2;0040//;0;0930/11/20;11123;8137.84;;01/90306/
C41-35607-101;27/;10/199509;123;0150790;1/200;10/2;01207/11/20;120;0912/06/20;14031;31295.05;;01/90322/
C41-35673-102;27/;05/199810;976;0479360;4/199;08/1;9970//;0;0912/06/20;09213;9107.58;;01/70631/
C41-35673-102;27/;05/199810;976;1160080;5/199;10/1;9970//;0;0912/06/20;09213;9105.83;;01/70631/
C41-35673-102;27/;05/199810;986;0413140;2/199;04/1;9980//;0;0912/06/20;09213;9306.18;;01/80630/
C41-35673-102;27/;05/199810;986;0704240;1/199;02/1;9980//;0;0912/06/20;09213;97.92;;01/80628/
C41-35696-102;30/;06/201126;097;0473620;5/200;12/2;0090//;0;0930/12/20;09193;818.33;;01/90608/
C41-35706-102;01/;07/199813;976;110079C0;6/199;12/1;9970//;0;0930/11/20;11123;81055.95;;01/70631/
C41-35706-102;01/;07/199813;986;041335C0;2/199;04/1;9980//;0;0930/11/20;11123;81157.19;;01/80630/
C41-35706-102;01/;07/199813;986;050596C0;1/199;02/1;9980//;0;0930/11/20;11123;81474.84;;01/80628/
C41-35706-102;01/;07/199813;986;076130C0;3/199;06/1;9980//;0;0930/11/20;11123;8959.41;;01/80630/
C41-35748-102;10/;02/199912;976;1160500;5/199;10/1;9970//;0;0930/11/20;11123;8514.13;;01/70631/
C41-35787-102;30/;06/201100;023;0094670;6/199;07/2;0020//;0;0912/03/20;12113;5798.98;;01/70308/
C41-35787-102;30/;06/201100;996;0571660;2/199;04/1;9990//;0;0930/11/20;11123;81312.57;;01/90630/
C41-35809-102;30/;06/201124;043;6053640;1/200;12/2;0040//;0;0930/11/20;11123;8818.84;;01/30312/
C41-35827-101;02/;01/199613;157;0144130;1/201;04/2;0150//;0;0109/04/20;15001;2552.48;;01/50609/
